English,French,eng_len,fr_len
"Our real concern is undoubtedly to initiate further liberalisation of the market, and, above all, to achieve consistency between the different national markets. As things stand, there are considerable differences between them which come to the fore if we compare the English, Italian and French markets.","Le vrai problème que nous rencontrons est sûrement celui de lancer une plus grande libéralisation du marché et, surtout, d'harmoniser les divers marchés nationaux qui, pour le moment, montrent des différences qui deviennent évidentes si on compare les marchés anglais, italien et français.",45,42
It now appears that this desire is more serious.,Il semble maintenant que cela devienne plus sérieux.,8,7
"In this context, let me applaud the important steps that the Palestinian authority has recently taken to improve budgetary transparency.","Dans ce contexte, j'applaudis les initiatives importantes prises récemment par les autorités palestiniennes pour améliorer la transparence budgétaire.",19,17
"It must therefore be able to count on the support of the Members of the European Parliament, who will surely rally behind this proposal.",Elle doit pouvoir compter sur l'appui des députés du Parlement européen qui se mobiliseront sans doute pour soutenir cette proposition.,23,19
We have a quite exciting debate in front of us.,Nous nous trouvons ici face à un débat assez passionnant.,9,9
It has to be close to the Commission because of the need for interaction between the scientists involved in the Food Safety Authority and those of us who are involved in the initiation of legislation.,Elle doit se situer près de la Commission en raison de la nécessité d'interaction entre les scientifiques travaillant au sein de l'autorité de sécurité alimentaire et ceux d'entre nous impliqués dans l'élaboration de législations.,34,33
Where the scheme falters is in the enforcement of existing legislation.,"Ce qui fait défaut, c' est l' application de la réglementation existante.",10,11
"The Danish pension scheme, the Efterløn, only allows people resident in Denmark and people who have completed the required period of employment in Denmark to retire.",", Commission. (EL) Avec le régime danois de retraite, que l'on appelle ""Efterln"", ne peuvent toucher une pension que ceux qui résident au Danemark et qui ont totalisé les périodes de travail requises dans ce pays.",25,35
Should flexibility of this kind result in there being inadequate rules in some countries then we should work towards greater harmonisation.,"Si ce genre de flexibilité devait mener à l'apparition de règlements insatisfaisants dans certains pays, nous devrions opter pour une plus grande harmonisation.",20,22
"Nevertheless, we are left feeling slightly perplexed that they envisage an institution which will mean higher quality, without immediately planning how to deal with the repercussions of this. That is to say, they are neglecting the area of defence and therefore the possibility for the prosecution and the defence to work together effectively within such an important legal system.","Nous sommes perplexes quant au fait qu'on préconise la création d'une institution qui représenterait une plus-value, sans en prévoir immédiatement les retombées, autrement dit en négligeant l'aspect de la défense et donc la possibilité que, dans un système juridique aussi important, l'accusation et la défense puissent fonctionner efficacement.",58,47
- This report calls for drastic cuts in the level of illegal state aid dished out by some Member States.,Ce rapport invite à effectuer des coupes dans les aides d'États illicites prodiguées par certains États membres.,19,16
"Madam President, the Presidency has already declared the result of the vote.","Madame la Présidente, la présidence a proclamé le résultat du vote.",11,10
The reason Mr Koch produced his sound report was because the work in the CEN and within the United Nations Economic Commission was proceeding none too expeditiously.,"Si M. Koch a rédigé son bon rapport, c'est parce que le travail n'a pas été exécuté de manière trop rapide au sein du CEN et de la commission économique des Nations unies.",26,32
